index,id_lu_1,word_1,pos_1,fnDefinition_1,relation,id_lu_2,word_2,pos_2,fnDefinition_2
1473,16749,teaspoon,noun," the amount held by a teaspoon, in the UK considered to be 5 millilitres when used as a measurement in cookery",hypernym,16751,spoon,noun,"the volume or amount held by an implement consisting of a small, shallow oval or round bowl on a long handle, used for eating, stirring, and serving food"
1474,14954,basket,noun,"a container used to hold or carry things, made from interwoven strips of cane or wire",hypernym,18913,cheese,noun,"a food made from the pressed curds of milk, having a texture either firm and elastic or soft and semi-liquid"
1475,14954,basket,noun,"a container used to hold or carry things, made from interwoven strips of cane or wire",hyponym,14994,hamper,noun,(Brit.) a basket  used for food 
1476,14954,basket,noun,"a container used to hold or carry things, made from interwoven strips of cane or wire",hypernym,14970,container,noun,an object for holding or transporting something
1477,14956,bin,noun," a storage receptacle, sometimes for depositing rubbish",hypernym,14970,container,noun,an object for holding or transporting something
1478,14957,bottle,noun,"a container with a narrow neck, used for storing liquids.",hyponym,15001,magnum,noun,"a wine bottle of twice the standard size, normally 112 litres"
1479,14957,bottle,noun,"a container with a narrow neck, used for storing liquids.",hypernym,14957,bottle,noun,"a container with a narrow neck, used for storing liquids."
1480,14957,bottle,noun,"a container with a narrow neck, used for storing liquids.",hypernym,16741,bottle,noun,"the volume of a container with a narrow neck, used for storing liquids"
1481,14957,bottle,noun,"a container with a narrow neck, used for storing liquids.",hyponym,14997,jeroboam,noun,a wine bottle with a capacity four times larger than that of an ordinary bottle
1482,15032,wine bottle,noun,"a glass bottle for wine, the standard size holding 75 cl or 2623 fl. oz. ",hyponym,15001,magnum,noun,"a wine bottle of twice the standard size, normally 112 litres"
1483,15032,wine bottle,noun,"a glass bottle for wine, the standard size holding 75 cl or 2623 fl. oz. ",hypernym,14957,bottle,noun,"a container with a narrow neck, used for storing liquids."
1484,15032,wine bottle,noun,"a glass bottle for wine, the standard size holding 75 cl or 2623 fl. oz. ",hypernym,16741,bottle,noun,"the volume of a container with a narrow neck, used for storing liquids"
1485,15032,wine bottle,noun,"a glass bottle for wine, the standard size holding 75 cl or 2623 fl. oz. ",hyponym,14997,jeroboam,noun,a wine bottle with a capacity four times larger than that of an ordinary bottle
1486,16748,bowl,noun,"the volume contained by a round, deep dish or basin",hypernym,14970,container,noun,an object for holding or transporting something
1487,14958,bowl,noun,"a round, deep dish or basin",hypernym,14985,dish,noun,"a shallow, typically flat-bottomed container for cooking or serving food"
1488,14958,bowl,noun,"a round, deep dish or basin",hyponym,15030,punch bowl,noun,a deep bowl for mixing and serving punch. 
1489,17071,arena,noun,"a level area surrounded by seating, in which public events and entertainments are held. ",hyponym,17088,hippodrome,noun,a theatre or concert hall. 
1490,17071,arena,noun,"a level area surrounded by seating, in which public events and entertainments are held. ",hypernym,17132,structure,noun,a building
1491,17071,arena,noun,"a level area surrounded by seating, in which public events and entertainments are held. ",hypernym,17435,place,noun,a particular position or point in space; a location. 
1492,17071,arena,noun,"a level area surrounded by seating, in which public events and entertainments are held. ",hypernym,17437,location,noun,a particular place or position.
1493,14960,briefcase,noun, a flat rectangular case for carrying books and documents,part_meronym,22591,handle,noun,"the part by which a thing is held, carried, or controlled."
1494,14960,briefcase,noun, a flat rectangular case for carrying books and documents,hypernym,14967,case,noun,  a container designed to hold or protect something
1495,14962,canister,noun,"a round or cylindrical container used for storing food, chemicals, rolls of film, etc. ",hypernym,24004,munitions,noun,ammunition and single-use weapons
1496,14963,canteen,noun,"a small water bottle, as used by soldiers or campers",hypernym,14931,flask,noun, a narrow-necked conical or spherical bottle
1497,14963,canteen,noun,"a small water bottle, as used by soldiers or campers",hypernym,17596,restaurant,noun,a place where people pay to sit and eat meals that are cooked and served on the premises.
1498,14964,carafe,noun,an open-topped glass flask typically used for serving wine in a restaurant. ,hypernym,14957,bottle,noun,"a container with a narrow neck, used for storing liquids."
1499,14964,carafe,noun,an open-topped glass flask typically used for serving wine in a restaurant. ,hypernym,16741,bottle,noun,"the volume of a container with a narrow neck, used for storing liquids"
1500,14965,carton,noun,a light cardboard container,hypernym,14959,box,noun,a container with a flat base and sides and a lid
1501,14965,carton,noun,a light cardboard container,hypernym,16743,box,noun,the volume of a container with a flat base and sides
1502,16305,instance,noun,a particular case,hyponym,25160,time,noun,a particular instance of the occurence of an event.
1503,16305,instance,noun,a particular case,hyponym,25167,time,noun,a particular moment in time
1504,19429,case,noun,a set of facts or arguments supporting one side of a debate or controversy,hypernym,12896,argument,noun,a set of reasons given in support of something.
1505,19429,case,noun,a set of facts or arguments supporting one side of a debate or controversy,hypernym,19427,argument,noun,a set of reasons given in support of something
1506,19429,case,noun,a set of facts or arguments supporting one side of a debate or controversy,hypernym,22053,argument,noun,a heated exchange of diverging or opposite views.
1507,21609,case,noun,a situation which is under investigation by legal authorities to determine if a crime has been comitted and a prosecution is appropriate. ,hypernym,12896,argument,noun,a set of reasons given in support of something.
1508,21609,case,noun,a situation which is under investigation by legal authorities to determine if a crime has been comitted and a prosecution is appropriate. ,hypernym,19427,argument,noun,a set of reasons given in support of something
1509,21609,case,noun,a situation which is under investigation by legal authorities to determine if a crime has been comitted and a prosecution is appropriate. ,hypernym,22053,argument,noun,a heated exchange of diverging or opposite views.
1510,17740,case,noun,"an incident under official investigation by the police, or a legal action, especially one that is to be decided in a court of law, or a legal action that has been decided and may be cited as a precedent. ",hypernym,19343,person,noun,a human being regarded as an individual
1511,19429,case,noun,a set of facts or arguments supporting one side of a debate or controversy,part_holonym,22604,window,noun,an opening in a wall defined usually surrounded by a frame which usually holds glass. 
1512,19429,case,noun,a set of facts or arguments supporting one side of a debate or controversy,part_holonym,22781,window,noun,"an opening in a wall, fitted with glass in a frame to admit light or air and allow people to see out"
1513,19429,case,noun,a set of facts or arguments supporting one side of a debate or controversy,part_holonym,22775,door,noun,a usually swinging or sliding barrier by which an entry is closed and opened 
1514,19429,case,noun,a set of facts or arguments supporting one side of a debate or controversy,part_holonym,25448,door,noun,a swinging barrier between the interior and exterior of a vehicule. 
1515,14967,case,noun,  a container designed to hold or protect something,hyponym,16837,locket,noun,a small ornamental case worn round a person' s neck on a chain and used to hold things of sentimental value. 
1516,14967,case,noun,  a container designed to hold or protect something,hyponym,14947,wallet,noun,"a pocket-sized, flat, folding holder for money and plastic cards"
1517,14967,case,noun,  a container designed to hold or protect something,hyponym,14960,briefcase,noun, a flat rectangular case for carrying books and documents
1518,14967,case,noun,  a container designed to hold or protect something,hypernym,14970,container,noun,an object for holding or transporting something
1519,16248,type,noun,a category of people or things having common characteristics,hypernym,22621,adult,noun,a person who is fully grown and developed or a person who has reached the age of majority.
1520,16248,type,noun,a category of people or things having common characteristics,hypernym,12820,classification,noun,a category into which something is put
1521,14968,coffer,noun,a small chest for holding valuables. ,hypernym,14929,chest,noun,a large strong box for storage or transport. 
1522,14970,container,noun,an object for holding or transporting something,hypernym,18379,object,noun,"an individuated, existing, item."
1523,14970,container,noun,an object for holding or transporting something,hyponym,17123,bunker,noun,"a large container or compartment for storing fuel, or a reinforced underground shelter for use in wartime. "
1524,14970,container,noun,an object for holding or transporting something,hyponym,14933,handbag,noun,(Brit.) a small bag used by a woman to carry everyday personal items. 
1525,14970,container,noun,an object for holding or transporting something,hyponym,14951,bag,noun,"a (flexible) container, which may have an open top, for carrying one' s belongings"
1526,14970,container,noun,an object for holding or transporting something,hyponym,14962,canister,noun,"a round or cylindrical container used for storing food, chemicals, rolls of film, etc. "
1527,14970,container,noun,an object for holding or transporting something,hyponym,14967,case,noun,  a container designed to hold or protect something
1528,14970,container,noun,an object for holding or transporting something,hyponym,16777,case,noun,"boxful, amount contained in one carton or box"
1529,14970,container,noun,an object for holding or transporting something,hyponym,16748,bowl,noun,"the volume contained by a round, deep dish or basin"
1530,14970,container,noun,an object for holding or transporting something,hyponym,14954,basket,noun,"a container used to hold or carry things, made from interwoven strips of cane or wire"
1531,14970,container,noun,an object for holding or transporting something,hyponym,14970,container,noun,an object for holding or transporting something
1532,14970,container,noun,an object for holding or transporting something,hyponym,14986,dispenser,noun,"A device which stores a substance or (us. homogeneous) items, designed to release a measured amount for use."
1533,14970,container,noun,an object for holding or transporting something,hyponym,15039,pot,noun,an open-topped container
1534,14970,container,noun,an object for holding or transporting something,hyponym,14985,dish,noun,"a shallow, typically flat-bottomed container for cooking or serving food"
1535,14970,container,noun,an object for holding or transporting something,hyponym,15040,drawer,noun,a lidless box-like storage compartment made to slide horizontally in and out of a desk or chest.
1536,14970,container,noun,an object for holding or transporting something,hyponym,14976,cup,noun,"a small bowl-shaped container for drinking from, typically having a handle and used with a matching saucer"
1537,14970,container,noun,an object for holding or transporting something,hyponym,16740,cup,noun,"chiefly N. Amer. a measure of capacity used in cookery, equal to half a US pint (0.237 litre)"
1538,14970,container,noun,an object for holding or transporting something,hyponym,14990,empty,noun,(informal) a bottle or glass left empty of its contents. 
1539,14970,container,noun,an object for holding or transporting something,hyponym,14925,can,noun,"a cylindrical metal container, in particular one in which food or drink is hermetically sealed for storage over long periods. "
1540,14970,container,noun,an object for holding or transporting something,hyponym,14946,tin,noun,"a container made of tinplate or aluminium, typically used for baking or storing"
1541,14970,container,noun,an object for holding or transporting something,hyponym,15002,mailer,noun,a container used for conveying items by post
1542,14970,container,noun,an object for holding or transporting something,hyponym,14932,glass,noun,a drinking container made of glass. 
1543,14970,container,noun,an object for holding or transporting something,hyponym,16744,glass,noun,the volume contained in a drinking container made of glass
1544,14970,container,noun,an object for holding or transporting something,hyponym,14978,cylinder,noun,a cylindrical container for liquefied gas under pressure
1545,14970,container,noun,an object for holding or transporting something,hyponym,14926,capsule,noun, a small case or container
1546,14970,container,noun,an object for holding or transporting something,hyponym,14959,box,noun,a container with a flat base and sides and a lid
1547,14970,container,noun,an object for holding or transporting something,hyponym,16743,box,noun,the volume of a container with a flat base and sides
1548,14970,container,noun,an object for holding or transporting something,hyponym,16753,bag,noun,the volume contained by a flexible container with an opening at the top
1549,14970,container,noun,an object for holding or transporting something,hyponym,14930,envelope,noun,"a flat paper container with a sealable flap, used to enclose a letter or document. "
1550,14970,container,noun,an object for holding or transporting something,hyponym,14956,bin,noun," a storage receptacle, sometimes for depositing rubbish"
1551,14970,container,noun,an object for holding or transporting something,hyponym,14944,spoon,noun,"an implement consisting of a small, shallow oval or round bowl on a long handle, used for eating, stirring, and serving food. "
1552,14970,container,noun,an object for holding or transporting something,hyponym,16751,spoon,noun,"the volume or amount held by an implement consisting of a small, shallow oval or round bowl on a long handle, used for eating, stirring, and serving food"
1553,14970,container,noun,an object for holding or transporting something,hyponym,17282,measure,noun,a certain amount or degree
1554,14971,cooler,noun,a device or container for keeping things cool. ,hypernym,14959,box,noun,a container with a flat base and sides and a lid
1555,14971,cooler,noun,a device or container for keeping things cool. ,hypernym,16743,box,noun,the volume of a container with a flat base and sides
1556,14972,crate,noun, a slatted wooden case used for transporting goods,hypernym,23455,metal,noun,"a substance made up of one or more electro-positive elements, typically having a shiny surface and being conductive and malleable."
1557,14972,crate,noun, a slatted wooden case used for transporting goods,hypernym,21218,wire,noun, metal drawn out into a thin flexible thread or rod.
1558,14972,crate,noun, a slatted wooden case used for transporting goods,hypernym,14959,box,noun,a container with a flat base and sides and a lid
1559,14972,crate,noun, a slatted wooden case used for transporting goods,hypernym,16743,box,noun,the volume of a container with a flat base and sides
1560,14974,crucible,noun,a container in which metals or other substances may be melted or subjected to very high temperatures,hypernym,17278,number,noun,a quantity or amount
1561,14974,crucible,noun,a container in which metals or other substances may be melted or subjected to very high temperatures,hypernym,25624,number,noun,"A calculated count; also, an estimate. Ex: The number was at least 1000. Ex: The number of peaches was 175."
1562,14975,cruet,noun,"a small container for salt, pepper, oil, or vinegar for use at a dining table",hypernym,14957,bottle,noun,"a container with a narrow neck, used for storing liquids."
1563,14975,cruet,noun,"a small container for salt, pepper, oil, or vinegar for use at a dining table",hypernym,16741,bottle,noun,"the volume of a container with a narrow neck, used for storing liquids"
1564,16740,cup,noun,"chiefly N. Amer. a measure of capacity used in cookery, equal to half a US pint (0.237 litre)",part_holonym,16739,pint,noun,"a unit of liquid or dry capacity equal to one eighth of a gallon, in Britain equal to 0.568 litre and in the US equal to 0.473 litre (for liquid measure) or 0.551 litre (for dry measure)."
1565,14978,cylinder,noun,a cylindrical container for liquefied gas under pressure,hyponym,14961,bucket,noun,"a cylindrical open container with a handle, used to carry liquids. "
1566,14978,cylinder,noun,a cylindrical container for liquefied gas under pressure,hypernym,14970,container,noun,an object for holding or transporting something
1567,14980,carryall,noun,(N. Amer.) a large bag or case. ,hypernym,14951,bag,noun,"a (flexible) container, which may have an open top, for carrying one' s belongings"
1568,14980,carryall,noun,(N. Amer.) a large bag or case. ,hypernym,16753,bag,noun,the volume contained by a flexible container with an opening at the top
1569,14985,dish,noun,"a shallow, typically flat-bottomed container for cooking or serving food",hyponym,15019,casserole,noun,"a large dish with a lid, used for cooking food slowly in an oven"
1570,14985,dish,noun,"a shallow, typically flat-bottomed container for cooking or serving food",hyponym,15010,ramekin,noun,a small dish for baking and serving an individual portion of food. 
1571,14985,dish,noun,"a shallow, typically flat-bottomed container for cooking or serving food",hypernym,14970,container,noun,an object for holding or transporting something
1572,14985,dish,noun,"a shallow, typically flat-bottomed container for cooking or serving food",hyponym,21417,boat,noun,"a small vessel propelled by oars, sails, or an engine. "
1573,14985,dish,noun,"a shallow, typically flat-bottomed container for cooking or serving food",hyponym,14958,bowl,noun,"a round, deep dish or basin"
1574,14986,dispenser,noun,"A device which stores a substance or (us. homogeneous) items, designed to release a measured amount for use.",hypernym,14970,container,noun,an object for holding or transporting something
1575,14989,flagon,noun,a large container for serving or consuming drinks,hypernym,14970,container,noun,an object for holding or transporting something
1576,14990,empty,noun,(informal) a bottle or glass left empty of its contents. ,hypernym,19227,magazine,noun,a periodical publication containing articles and illustrations.
1577,14990,empty,noun,(informal) a bottle or glass left empty of its contents. ,hypernym,14970,container,noun,an object for holding or transporting something
1578,14991,etui,noun,"(dated) a small ornamental case for holding needles, cosmetics, and other articles.",hypernym,14933,handbag,noun,(Brit.) a small bag used by a woman to carry everyday personal items. 
1579,14991,etui,noun,"(dated) a small ornamental case for holding needles, cosmetics, and other articles.",hypernym,14951,bag,noun,"a (flexible) container, which may have an open top, for carrying one' s belongings"
1580,14992,goblet,noun,a drinking glass with a foot and a stem,hypernym,14932,glass,noun,a drinking container made of glass. 
1581,14992,goblet,noun,a drinking glass with a foot and a stem,hypernym,16744,glass,noun,the volume contained in a drinking container made of glass
1582,21203,bond,noun, physical restraints used to hold someone prisoner.,hypernym,18364,constraint,noun,something that forcibly confines (someone or something)
1583,14994,hamper,noun,(Brit.) a basket  used for food ,hypernym,14954,basket,noun,"a container used to hold or carry things, made from interwoven strips of cane or wire"
1584,14997,jeroboam,noun,a wine bottle with a capacity four times larger than that of an ordinary bottle,hypernym,14957,bottle,noun,"a container with a narrow neck, used for storing liquids."
1585,14997,jeroboam,noun,a wine bottle with a capacity four times larger than that of an ordinary bottle,hypernym,15032,wine bottle,noun,"a glass bottle for wine, the standard size holding 75 cl or 2623 fl. oz. "
1586,16750,jug,noun,"volume contained by a large container for liquids, with a narrow mouth",hypernym,23344,term,noun,a word or phrase used to describe a thing or to express a concept
1587,15000,keg,noun,"a small barrel, especially one of less than 10 gallons or (in the US) 30 gallons",hypernym,14952,barrel,noun," a cylindrical container bulging out in the middle, traditionally made of wooden staves enclosed by metal hoops"
1588,15001,magnum,noun,"a wine bottle of twice the standard size, normally 112 litres",hypernym,14957,bottle,noun,"a container with a narrow neck, used for storing liquids."
1589,15001,magnum,noun,"a wine bottle of twice the standard size, normally 112 litres",hypernym,16741,bottle,noun,"the volume of a container with a narrow neck, used for storing liquids"
1590,15001,magnum,noun,"a wine bottle of twice the standard size, normally 112 litres",hypernym,15032,wine bottle,noun,"a glass bottle for wine, the standard size holding 75 cl or 2623 fl. oz. "
1591,15002,mailer,noun,a container used for conveying items by post,hypernym,19343,person,noun,a human being regarded as an individual
1592,15002,mailer,noun,a container used for conveying items by post,hypernym,14970,container,noun,an object for holding or transporting something
1593,15003,overnighter,noun,an overnight bag. ,hypernym,24664,guest,noun,a person who is invited to visit someone' s home or take part in a function.
1594,15622,clique,noun,a small group of people who spend time together and do not readily allow others to join them,hypernym,15640,set,noun,a group or collection of things belonging or used together or resembling one another
1595,15622,clique,noun,a small group of people who spend time together and do not readily allow others to join them,hypernym,15605,group,noun,"a number of people or things located, gathered, or classed together"
1596,15622,clique,noun,a small group of people who spend time together and do not readily allow others to join them,hypernym,23593,group,noun,an organized set of individuals set upon some task
1597,15005,sarcophagus,noun,"a stone coffin, typically associated with ancient Egypt, Rome, and Greece. ",hypernym,14928,casket,noun,a (decorated) box or chest for holding valuable objects
1598,15005,sarcophagus,noun,"a stone coffin, typically associated with ancient Egypt, Rome, and Greece. ",hypernym,13920,death,noun,the action or fact of dying or being killed.
1599,15006,tun,noun,a large beer or wine cask,hypernym,14952,barrel,noun," a cylindrical container bulging out in the middle, traditionally made of wooden staves enclosed by metal hoops"
1600,15007,stein,noun,a large earthenware beer mug,hypernym,14938,mug,noun,"a large cup, typically cylindrical and with a handle and used without a saucer"
1601,15007,stein,noun,a large earthenware beer mug,hypernym,16763,mug,noun,"the amount of contents of a large cup, typically cylindrical and with a handle and used without a saucer"
1602,15009,pannier,noun,a large container carried on the back (of an animal).,hypernym,14951,bag,noun,"a (flexible) container, which may have an open top, for carrying one' s belongings"
1603,15009,pannier,noun,a large container carried on the back (of an animal).,hypernym,16753,bag,noun,the volume contained by a flexible container with an opening at the top
1604,15009,pannier,noun,a large container carried on the back (of an animal).,hypernym,14959,box,noun,a container with a flat base and sides and a lid
1605,15009,pannier,noun,a large container carried on the back (of an animal).,hypernym,16743,box,noun,the volume of a container with a flat base and sides
1606,15009,pannier,noun,a large container carried on the back (of an animal).,hypernym,14954,basket,noun,"a container used to hold or carry things, made from interwoven strips of cane or wire"
1607,15010,ramekin,noun,a small dish for baking and serving an individual portion of food. ,hypernym,14985,dish,noun,"a shallow, typically flat-bottomed container for cooking or serving food"
1608,15010,ramekin,noun,a small dish for baking and serving an individual portion of food. ,hypernym,23456,glass,noun,"an amorphous, brittle, transparent or translucent material made of silica and (virtually always) alkaline salts."
1609,15010,ramekin,noun,a small dish for baking and serving an individual portion of food. ,hypernym,15019,casserole,noun,"a large dish with a lid, used for cooking food slowly in an oven"
1610,15011,reticule,noun,"(chiefly historical) a woman' s small handbag, typically having a drawstring and decorated with embroidery or beading. [Fashion] ",hypernym,14933,handbag,noun,(Brit.) a small bag used by a woman to carry everyday personal items. 
1611,15011,reticule,noun,"(chiefly historical) a woman' s small handbag, typically having a drawstring and decorated with embroidery or beading. [Fashion] ",hypernym,14951,bag,noun,"a (flexible) container, which may have an open top, for carrying one' s belongings"
1612,15012,salver,noun,"a tray, typically one made of silver and used in formal circumstances. ",hypernym,16767,tray,noun,"the contents of a flat, shallow container with a raised rim, typically used for carrying or holding."
1613,15013,samovar,noun,a highly decorated Russian tea urn,hypernym,15035,urn,noun," a tall, rounded vase with a stem and base, especially one for storing a cremated person' s ashes or a tall, rounded container with a tap (usually for storing coffee or tea)."
1614,15013,samovar,noun,a highly decorated Russian tea urn,hypernym,14970,container,noun,an object for holding or transporting something
1615,15014,snifter,noun,a balloon glass for brandy,hypernym,14932,glass,noun,a drinking container made of glass. 
1616,15014,snifter,noun,a balloon glass for brandy,hypernym,16744,glass,noun,the volume contained in a drinking container made of glass
1617,15014,snifter,noun,a balloon glass for brandy,hypernym,23456,glass,noun,"an amorphous, brittle, transparent or translucent material made of silica and (virtually always) alkaline salts."
1618,15016,tureen,noun, a deep covered dish from which soup is served,hypernym,14985,dish,noun,"a shallow, typically flat-bottomed container for cooking or serving food"
1619,15018,cauldron,noun," a large metal pot, used for cooking over an open fire. ",hypernym,15019,casserole,noun,"a large dish with a lid, used for cooking food slowly in an oven"
1620,15019,casserole,noun,"a large dish with a lid, used for cooking food slowly in an oven",hypernym,14985,dish,noun,"a shallow, typically flat-bottomed container for cooking or serving food"
1621,15020,folder,noun,a folding cover or wallet for storing loose papers. ,hypernym,15020,folder,noun,a folding cover or wallet for storing loose papers. 
1622,15020,folder,noun,a folding cover or wallet for storing loose papers. ,hypernym,19257,material,noun,literature on a topic
1623,15020,folder,noun,a folding cover or wallet for storing loose papers. ,hypernym,23444,material,noun,matter
1624,15020,folder,noun,a folding cover or wallet for storing loose papers. ,hypernym,23542,material,noun,the matter from which a thing is or can be made
1625,15020,folder,noun,a folding cover or wallet for storing loose papers. ,hypernym,18379,object,noun,"an individuated, existing, item."
1626,19256,brochure,noun,"a small, free catalogue of information used for marketing purposes. ",hypernym,19226,book,noun,a written or printed work consisting of pages glued or sewn together along one side and bound in covers
1627,19256,brochure,noun,"a small, free catalogue of information used for marketing purposes. ",hypernym,19666,book,noun,a main division of a literary work or of the Bible.
1628,19256,brochure,noun,"a small, free catalogue of information used for marketing purposes. ",hypernym,25787,book,noun,the records of the accounts of a business (usually plural); any other binded pages which contain recorded data
1629,19256,brochure,noun,"a small, free catalogue of information used for marketing purposes. ",hypernym,21834,document,noun,"A written or printed paper that bears the original, official, or legal form of something and can be used to furnish decisive evidence or information."
1630,15020,folder,noun,a folding cover or wallet for storing loose papers. ,hyponym,15020,folder,noun,a folding cover or wallet for storing loose papers. 
1631,15022,pouch,noun,COD:.a small flexible bag. ,hyponym,17497,pocket,noun,"a small bag sewn into or on clothing so as to form part of it, used for carrying small articles. "
1632,15022,pouch,noun,COD:.a small flexible bag. ,hyponym,16874,sporran,noun,a small pouch worn around the waist so as to hang in front of the kilt as part of men' s Scottish Highland dress. 
1633,15022,pouch,noun,COD:.a small flexible bag. ,hypernym,14951,bag,noun,"a (flexible) container, which may have an open top, for carrying one' s belongings"
1634,15022,pouch,noun,COD:.a small flexible bag. ,hypernym,16753,bag,noun,the volume contained by a flexible container with an opening at the top
1635,15024,vase,noun,"a decorative container without handles, typically made of glass or china and used as an ornament or for displaying cut flowers. ",hypernym,14934,jar,noun,a wide-mouthed cylindrical container made of glass or pottery
1636,15024,vase,noun,"a decorative container without handles, typically made of glass or china and used as an ornament or for displaying cut flowers. ",hyponym,15035,urn,noun," a tall, rounded vase with a stem and base, especially one for storing a cremated person' s ashes or a tall, rounded container with a tap (usually for storing coffee or tea)."
1637,15024,vase,noun,"a decorative container without handles, typically made of glass or china and used as an ornament or for displaying cut flowers. ",hypernym,14970,container,noun,an object for holding or transporting something
1638,15027,tumbler,noun,a drinking glass with straight sides and no handle or stem. formerly having a rounded bottom so as not to stand upright.,hypernym,14932,glass,noun,a drinking container made of glass. 
1639,15027,tumbler,noun,a drinking glass with straight sides and no handle or stem. formerly having a rounded bottom so as not to stand upright.,hypernym,16744,glass,noun,the volume contained in a drinking container made of glass
1640,15030,punch bowl,noun,a deep bowl for mixing and serving punch. ,hypernym,14958,bowl,noun,"a round, deep dish or basin"
1641,15035,urn,noun," a tall, rounded vase with a stem and base, especially one for storing a cremated person' s ashes or a tall, rounded container with a tap (usually for storing coffee or tea).",hyponym,15013,samovar,noun,a highly decorated Russian tea urn
1642,15036,tank,noun,"a large receptacle or storage chamber, especially for liquid or gas. ",hyponym,14941,reservoir,noun,a receptacle for liquid
1643,21433,tank,noun,a heavy armoured fighting vehicle carrying guns and moving on a continuous articulated metal track.,hyponym,14941,reservoir,noun,a receptacle for liquid
1644,15036,tank,noun,"a large receptacle or storage chamber, especially for liquid or gas. ",hypernym,21410,car,noun,a powered road vehicle designed to carry a small number of people
1645,21433,tank,noun,a heavy armoured fighting vehicle carrying guns and moving on a continuous articulated metal track.,hypernym,21410,car,noun,a powered road vehicle designed to carry a small number of people
1646,21447,tank car,noun,a car of a freight train which is designed to hold liquids.,hypernym,21410,car,noun,a powered road vehicle designed to carry a small number of people
1647,23969,safety,noun,the condition of being safe.,antonym,23973,danger,noun,the possibility of suffering harm or injury.
1648,23969,safety,noun,the condition of being safe.,antonym,24448,danger,noun,a cause of harm or injury.
1649,23969,safety,noun,the condition of being safe.,hyponym,23965,security,noun,the state of being or feeling secure.
1650,23969,safety,noun,the condition of being safe.,hypernym,17550,nation,noun,"a large aggregate of people united by common descent, culture, or language, inhabiting a particular state or territory."
1651,23969,safety,noun,the condition of being safe.,hypernym,22768,national,noun,a citizen of a particular country.
1652,15037,safe,noun,"a strong fireproof cabinet with a complex lock, used for the storage of valuables. ",hypernym,14959,box,noun,a container with a flat base and sides and a lid
1653,15037,safe,noun,"a strong fireproof cabinet with a complex lock, used for the storage of valuables. ",hypernym,16743,box,noun,the volume of a container with a flat base and sides
1654,15038,planter,noun,decorative container in which plants are grown,hypernym,19589,worker,noun,a person who works.
1655,15038,planter,noun,decorative container in which plants are grown,hypernym,15039,pot,noun,an open-topped container
1656,15039,pot,noun,an open-topped container,hypernym,14970,container,noun,an object for holding or transporting something
1657,15039,pot,noun,an open-topped container,hyponym,15038,planter,noun,decorative container in which plants are grown
1658,15040,drawer,noun,a lidless box-like storage compartment made to slide horizontally in and out of a desk or chest.,part_holonym,15033,chest of drawers,noun,"a piece of furniture used for storage, consisting of an upright frame into which drawers are fitted "
1659,15040,drawer,noun,a lidless box-like storage compartment made to slide horizontally in and out of a desk or chest.,hypernym,14970,container,noun,an object for holding or transporting something
1660,15078,interval,noun,an intervening time,hypernym,17282,measure,noun,a certain amount or degree
1661,15078,interval,noun,an intervening time,hyponym,25866,absence,noun,"a missed responsibility or duty, usually referring to a work day or school period"
1662,15078,interval,noun,an intervening time,hyponym,25360,break,noun,an assiduously sought-after opportunity enabling fulfillment of a deep desire to participate in some particular life-path.
1663,25344,window,noun,a time period that allows an action to occur,hypernym,15079,period,noun,a length or portion of time. 
1664,15079,period,noun,a length or portion of time. ,hyponym,18082,eve,noun,the evening or day before a religious festival
1665,15079,period,noun,a length or portion of time. ,hyponym,18002,time,noun,"a measure or amount of time.  Note: This LU generally appears without the ""Count"" FE."
1666,15079,period,noun,a length or portion of time. ,hyponym,23044,time,noun,the period in which one must remain incarcarated for an offense. 
1667,15079,period,noun,a length or portion of time. ,hyponym,25171,time,noun,an indefinite period of time
1668,15079,period,noun,a length or portion of time. ,hyponym,25344,window,noun,a time period that allows an action to occur
1669,15079,period,noun,a length or portion of time. ,hyponym,25530,phase,noun,a general term for the phase of matter. 
1670,15079,period,noun,a length or portion of time. ,hyponym,17993,week,noun,(of an event or state) lasting seven days
1671,15079,period,noun,a length or portion of time. ,hyponym,18061,week,noun,the period of seven days generally reckoned from and to midnight on Saturday night
1672,15079,period,noun,a length or portion of time. ,hyponym,18081,evening,noun,"the period of time at the end of the day, between late afternoon and bedtime"
1673,15079,period,noun,a length or portion of time. ,hyponym,18086,month,noun,each of the twelve named periods into which a year is divided
1674,15079,period,noun,a length or portion of time. ,hyponym,18083,night,noun,the time from sunset to sunrise
1675,15079,period,noun,a length or portion of time. ,hyponym,17999,fortnight,noun,a period of two weeks.
1676,15079,period,noun,a length or portion of time. ,hyponym,18089,fortnight,noun,a period of two weeks
1677,15079,period,noun,a length or portion of time. ,hyponym,25873,time off,noun,a period of time spent away from everyday responsibilities
1678,15079,period,noun,a length or portion of time. ,hyponym,16203,festival,noun," day or period of celebration or an organized series of concerts, films.       "
1679,15079,period,noun,a length or portion of time. ,hyponym,24165,hospitalization,noun,the act of placing in a hospital for treatment
1680,15079,period,noun,a length or portion of time. ,hyponym,18109,hour,noun,a period of time equal to a twenty-fourth part of a day and night and divided into 60 minutes
1681,15079,period,noun,a length or portion of time. ,hyponym,18064,weekend,noun,Saturday and Sunday
1682,15079,period,noun,a length or portion of time. ,hyponym,19455,life,noun,"The state of an organism in which its biological processes are in normal operation, including metabolism and (for higher organisms) the nervous system, blood circulation, respiration, etc."
